"pbp-action","pbp-logo src","pbp-action 2","pbp-time","pbp-period"
", Rebote ofensivo","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","10, Damian A. Espinoza Salinas","00:57:30","P4"
", Falta personal","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","13, Maximiliano Rojas Salinas","00:52:00","P4"
", Falta recibida","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","10, Damian A. Espinoza Salinas","00:52:00","P4"
", Se retira","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","21, Ruben A. Godoy Santana","00:52:00","P4"
", Entra a pista","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","3, Joaquin I. Ahumada Fernandez","00:52:00","P4"
"TIEMPO MUERTO","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","","00:52:00","P4"
", Tiro libre 1/2","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","10, Damian A. Espinoza Salinas","00:52:00","P4"
", Tiro libre 2/2","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","10, Damian A. Espinoza Salinas","00:52:00","P4"
", Rebote defensivo","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","9, Lian Castro Castillo","00:52:00","P4"
", Se retira","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","13, Maximiliano Rojas Salinas","00:49:10","P4"
", Entra a pista","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","8, Kurt Peters Diaz","00:49:10","P4"
", Falta personal","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","14, Pablo F. Fierro Velasquez","00:45:20","P4"
", Falta recibida","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","8, Kurt Peters Diaz","00:45:20","P4"
", Tiro libre 1/2","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","8, Kurt Peters Diaz","00:45:20","P4"
", Tiro libre 2/2","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","8, Kurt Peters Diaz","00:45:20","P4"
", Rebote ofensivo","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","14, Alfredo Alvarez Flanega","00:45:20","P4"
", 2PT bandeja  convertido","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","14, Alfredo Alvarez Flanega","00:31:80","P4"
", Asistencia","https://se-img.dcd-production.i.geniussports.com/2486f00667ff3afc356daad5104c02e2T1.png","9, Lian Castro Castillo","00:31:80","P4"
", 3PT  convertido","https://se-img.dcd-production.i.geniussports.com/c3e538b0395f1fdcfcbdef24c556c602T1.jpg","23, David I. Gonzalez Lazcano","00:13:90","P4"
"PERIODO FINALIZADO","","","",""
"PARTIDO FINALIZADO","","","",""
